Rank,Filename,Sector,Overall_Score,Match_Percentage,Text_Similarity,Skill_Score,Experience_Score,Education_Score,Experience_Years,Education_Level,Skills_Count,All_Skills,Recommendations,File_Path
52,90685127.pdf,DIGITAL-MEDIA,0.5329,53.29,0.4067,0.625,0.0,1.0,0,3,10,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | DIGITAL-MEDIA:analytics | MARKETING:digital marketing | MARKETING:sem | MARKETING:google analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: excel, adobe creative suite, seo, ppc, seo | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\90685127.pdf
53,16280971.pdf,SALES,0.5324,53.24,0.0446,0.5,0.975,1.0,5,3,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\SALES\16280971.pdf
54,80527194.pdf,CONSULTANT,0.5321,53.21,0.1457,0.5625,0.95,0.6667,6,2,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | MARKETING:seo | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, sem, google analytics, sem | Consider pursuing higher education qualifications",..\data\data\data\CONSULTANT\80527194.pdf
55,10873344.pdf,PUBLIC-RELATIONS,0.532,53.2,0.0957,0.5625,0.7,1.0,34,3,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\PUBLIC-RELATIONS\10873344.pdf
56,24677466.pdf,PUBLIC-RELATIONS,0.5317,53.17,0.2067,0.5,0.7,1.0,17,4,8,DESIGNER:adobe creative suite | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:analytics | MARKETING:seo | MARKETING:google analytics | PHARMACEUTICAL:marketing | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, sem, digital marketing, sem",..\data\data\data\PUBLIC-RELATIONS\24677466.pdf
57,21478007.pdf,PUBLIC-RELATIONS,0.5311,53.11,0.1517,0.4375,0.975,1.0,5,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\PUBLIC-RELATIONS\21478007.pdf
58,69097572.pdf,BPO,0.5305,53.05,0.0595,0.5625,0.75,1.0,14,3,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | DIGITAL-MEDIA:analytics | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, google analytics, ppc, digital marketing",..\data\data\data\BPO\69097572.pdf
59,57575888.pdf,FITNESS,0.5294,52.94,0.0774,0.5,0.9,1.0,8,4,8,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, analytics, seo, google analytics",..\data\data\data\FITNESS\57575888.pdf
60,17714174.pdf,APPAREL,0.5281,52.81,0.0798,0.5625,0.7,1.0,16,4,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\APPAREL\17714174.pdf
61,17562754.pdf,DIGITAL-MEDIA,0.5263,52.63,0.1854,0.5,0.7,1.0,30,4,8,DIGITAL-MEDIA:seo | DIGITAL-MEDIA:sem | DIGITAL-MEDIA:analytics | MARKETING:digital marketing | MARKETING:seo | MARKETING:sem | PHARMACEUTICAL:marketing | PUBLIC-RELATIONS:social media,"Consider developing skills in: excel, sales, adobe creative suite, google analytics, ppc",..\data\data\data\DIGITAL-MEDIA\17562754.pdf
62,12546838.pdf,BUSINESS-DEVELOPMENT,0.5261,52.61,0.1092,0.5,0.825,1.0,11,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\BUSINESS-DEVELOPMENT\12546838.pdf
63,50219114.pdf,DIGITAL-MEDIA,0.5233,52.33,0.2555,0.6875,0.0,1.0,0,4,11,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:analytics | MARKETING:seo | MARKETING:ppc | MARKETING:google analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, sem, digital marketing, sem | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\50219114.pdf
64,29990140.pdf,CHEF,0.5207,52.07,0.0503,0.5625,0.7,1.0,42,3,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\CHEF\29990140.pdf
65,28419173.pdf,HR,0.5206,52.06,0.0499,0.5625,0.7,1.0,23,3,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\HR\28419173.pdf
66,12085736.pdf,DIGITAL-MEDIA,0.5173,51.73,0.1266,0.4375,0.925,1.0,7,3,7,BUSINESS-DEVELOPMENT:sales | MARKETING:digital marketing | MARKETING:ppc | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics",..\data\data\data\DIGITAL-MEDIA\12085736.pdf
67,28939941.pdf,ACCOUNTANT,0.5172,51.72,0.1186,0.5,0.75,1.0,3,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 1 more years of relevant experience",..\data\data\data\ACCOUNTANT\28939941.pdf
68,71767359.pdf,APPAREL,0.5172,51.72,0.0736,0.5,0.825,1.0,11,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\APPAREL\71767359.pdf
69,27531694.pdf,TEACHER,0.5154,51.54,0.0515,0.5,0.85,1.0,10,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\TEACHER\27531694.pdf
70,13173522.pdf,BANKING,0.5143,51.43,0.0772,0.5,0.8,1.0,12,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\BANKING\13173522.pdf
71,27909372.pdf,CHEF,0.5114,51.14,0.0357,0.5,0.85,1.0,10,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\CHEF\27909372.pdf
72,23063986.pdf,FITNESS,0.5109,51.09,0.0563,0.4375,1.0,1.0,4,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\FITNESS\23063986.pdf
73,33542483.pdf,DIGITAL-MEDIA,0.5105,51.05,0.2046,0.6875,0.0,1.0,0,3,11,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:analytics | MARKETING:seo | MARKETING:google analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, sem, digital marketing, sem, ppc | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\33542483.pdf
74,24740005.pdf,CONSTRUCTION,0.5086,50.86,0.0242,0.5,0.85,1.0,10,3,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | MARKETING:seo | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, sem, google analytics, sem",..\data\data\data\CONSTRUCTION\24740005.pdf
75,20565486.pdf,FITNESS,0.5085,50.85,0.0463,0.4375,1.0,1.0,4,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\FITNESS\20565486.pdf
76,23015611.pdf,PUBLIC-RELATIONS,0.5074,50.74,0.1323,0.4375,0.85,1.0,10,3,7,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | DIGITAL-MEDIA:analytics | MARKETING:sem | PHARMACEUTICAL:marketing | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, google analytics, ppc",..\data\data\data\PUBLIC-RELATIONS\23015611.pdf
77,85766635.pdf,PUBLIC-RELATIONS,0.5067,50.67,0.107,0.5,0.7,1.0,16,3,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\PUBLIC-RELATIONS\85766635.pdf
78,90280583.pdf,ENGINEERING,0.5065,50.65,0.0458,0.5,0.8,1.0,12,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | DIGITAL-MEDIA:analytics | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: adobe creative suite, seo, google analytics, ppc, digital marketing",..\data\data\data\ENGINEERING\90280583.pdf
79,18488289.pdf,DIGITAL-MEDIA,0.5063,50.63,0.3004,0.625,0.0,1.0,0,3,10,ACCOUNTANT:excel | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:analytics | MARKETING:digital marketing | MARKETING:seo | MARKETING:ppc | MARKETING:google analytics | PHARMACEUTICAL:marketing | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, sem, sem, sales | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\18488289.pdf
80,22983516.pdf,CONSTRUCTION,0.5056,50.56,0.0476,0.625,0.75,0.6667,3,2,10,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:sem | MARKETING:seo | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, google analytics, digital marketing, ppc | Gain 1 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\22983516.pdf
81,15479281.pdf,APPAREL,0.5052,50.52,0.2959,0.625,0.0,1.0,0,3,10,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:analytics | MARKETING:seo | MARKETING:google analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, sem, digital marketing, sem | Gain 4 more years of relevant experience",..\data\data\data\APPAREL\15479281.pdf
82,28973180.pdf,FINANCE,0.5049,50.49,0.0548,0.5,0.775,1.0,13,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\FINANCE\28973180.pdf
83,23085604.pdf,DIGITAL-MEDIA,0.5044,50.44,0.0975,0.5,0.7,1.0,50,3,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\DIGITAL-MEDIA\23085604.pdf
84,30968749.pdf,DESIGNER,0.5043,50.43,0.0298,0.4375,1.0,1.0,4,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\DESIGNER\30968749.pdf
85,25706337.pdf,DIGITAL-MEDIA,0.5015,50.15,0.2811,0.625,0.0,1.0,0,4,10,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:analytics | MARKETING:digital marketing | MARKETING:seo | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: adobe creative suite, sem, google analytics, sem, ppc | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\25706337.pdf
86,70750649.pdf,APPAREL,0.5014,50.14,0.1908,0.375,0.9,1.0,8,4,6,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:marketing | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics",..\data\data\data\APPAREL\70750649.pdf
87,13014900.pdf,DESIGNER,0.4999,49.99,0.0796,0.5,0.7,1.0,50,3,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\DESIGNER\13014900.pdf
88,18208580.pdf,BANKING,0.4998,49.98,0.0719,0.4375,0.9,1.0,8,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\BANKING\18208580.pdf
89,21283733.pdf,DESIGNER,0.4991,49.91,0.0613,0.5,0.725,1.0,15,3,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\DESIGNER\21283733.pdf
90,28628090.pdf,ENGINEERING,0.499,49.9,0.0759,0.5,0.7,1.0,23,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\ENGINEERING\28628090.pdf
91,12780508.pdf,ACCOUNTANT,0.4988,49.88,0.0228,0.4375,0.975,1.0,5,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\ACCOUNTANT\12780508.pdf
92,21866029.pdf,HEALTHCARE,0.4988,49.88,0.0826,0.4375,0.875,1.0,9,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, sem, seo, digital marketing, seo",..\data\data\data\HEALTHCARE\21866029.pdf
93,13454871.pdf,CONSULTANT,0.4984,49.84,0.0287,0.5,0.775,1.0,13,4,8,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:sem | MARKETING:seo | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, analytics, google analytics, digital marketing",..\data\data\data\CONSULTANT\13454871.pdf
94,29723311.pdf,CONSULTANT,0.4982,49.82,0.0354,0.4375,0.95,1.0,6,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\CONSULTANT\29723311.pdf
95,15823995.pdf,AVIATION,0.4978,49.78,0.0339,0.4375,0.95,1.0,6,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\AVIATION\15823995.pdf
96,26790545.pdf,DESIGNER,0.4976,49.76,0.1303,0.375,0.975,1.0,5,3,6,BUSINESS-DEVELOPMENT:sales | DESIGNER:adobe creative suite | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, seo, sem, analytics, digital marketing",..\data\data\data\DESIGNER\26790545.pdf
97,35492909.pdf,BANKING,0.4974,49.74,0.0397,0.5,0.75,1.0,3,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 1 more years of relevant experience",..\data\data\data\BANKING\35492909.pdf
98,29002596.pdf,DIGITAL-MEDIA,0.4967,49.67,0.2618,0.625,0.0,1.0,0,4,10,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:analytics | MARKETING:digital marketing | MARKETING:seo | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, sem, google analytics, sem | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\29002596.pdf
99,37521676.pdf,BUSINESS-DEVELOPMENT,0.4965,49.65,0.0661,0.5,0.7,1.0,22,3,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\BUSINESS-DEVELOPMENT\37521676.pdf
100,21756639.pdf,BANKING,0.4958,49.58,0.1457,0.6875,0.0,1.0,0,5,11,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:sem | MARKETING:digital marketing | MARKETING:seo | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, analytics, google analytics, ppc | Gain 4 more years of relevant experience",..\data\data\data\BANKING\21756639.pdf
101,19446337.pdf,ACCOUNTANT,0.4955,49.55,0.0321,0.5,0.75,1.0,3,4,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 1 more years of relevant experience",..\data\data\data\ACCOUNTANT\19446337.pdf
102,62555739.pdf,CHEF,0.4942,49.42,0.0494,0.4375,0.9,1.0,8,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\CHEF\62555739.pdf
103,94492380.pdf,DIGITAL-MEDIA,0.4938,49.38,0.2803,0.375,0.7,1.0,28,3,6,BUSINESS-DEVELOPMENT:sales | MARKETING:digital marketing | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics",..\data\data\data\DIGITAL-MEDIA\94492380.pdf
104,11332602.pdf,FITNESS,0.4924,49.24,0.0721,0.4375,0.85,1.0,10,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\FITNESS\11332602.pdf
